,고객번호,총구매지수,선매품_구매지수,편의품_구매지수,전문품_구매지수,기타_구매지수,A_구매지수,B_구매지수,C_구매지수,D_구매지수,가공식품_구매지수,신선식품_구매지수,일상용품_구매지수,의류_구매지수,패션잡화_구매지수,전문스포츠/레저_구매지수,디지털/가전_구매지수,교육/문화용품_구매지수,가구/인테리어_구매지수,시설_구매지수,의약품/의료기기_구매지수,총구매횟수변동,성별,연령대,거주지역,RECENCY,성장률,label
10,19240,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,9,361,0.0,1
11,15048,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,-3.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,7,2,361,0.0,1
12,19232,-0.6000000000000001,0.0,-0.6000000000000001,0.0,-5.4,0.0,-1.8000000000000003,0.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,10,1,7,0,361,0.0,1
13,16664,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,7,0,6,9,361,0.0,0
14,174,-0.6000000000000001,-1.8000000000000003,-0.6000000000000001,0.0,0.0,-2.4000000000000004,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-2.4000000000000004,0.0,0.0,0.0,-3.6000000000000005,0.0,0.0,0.0,2,0,9,9,342,0.0,1
15,10427,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,9,325,0.0,0
16,18323,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001,0.0,0.0,-2.4000000000000004,-1.8000000000000003,0.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-3.6000000000000005,0.0,0.0,0.0,0.0,0.0,2,0,2,2,320,0.0,1
17,19221,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,7,0,319,0.0,1
18,12881,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-3.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,2,0,1,9,315,0.0,1
19,7841,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-4.2,0.0,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,9,310,0.0,1
20,8009,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,4,2,306,0.0,0
21,18894,-0.6000000000000001,-1.2000000000000002,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,9,305,0.0,1
22,17454,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001,0.0,0.0,-1.8000000000000003,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,-3.6000000000000005,0.0,0.0,6,1,7,2,300,0.0,1
23,17195,-0.6000000000000001,-2.4000000000000004,-0.6000000000000001,0.0,0.0,-3.0,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,7,2,285,0.0,1
24,18602,-0.6000000000000001,-3.0,-0.6000000000000001,0.0,0.0,-3.6000000000000005,-1.8000000000000003,0.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,-3.6000000000000005,-3.6000000000000005,-3.6000000000000005,0.0,0.0,0.0,0.0,0.0,4,0,1,13,284,0.0,1
25,4419,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001,0.0,0.0,-2.4000000000000004,-3.0,0.0,0.0,-0.6000000000000001,-1.2000000000000002,-1.2000000000000002,0.0,-1.8000000000000003,-3.6000000000000005,-2.4000000000000004,0.0,0.0,0.0,0.0,2,0,6,9,278,0.0,1
26,5923,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,-1.8000000000000003,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5,3,276,0.0,0
27,4926,-0.6000000000000001,-1.8000000000000003,-0.6000000000000001,0.0,0.0,-2.4000000000000004,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-3.6000000000000005,0.0,-1.8000000000000003,-3.6000000000000005,-2.4000000000000004,0.0,0.0,3,0,6,2,276,0.0,1
28,15601,-4.2,-4.800000000000001,-1.8000000000000003,-5.4,0.0,-4.800000000000001,0.0,0.0,0.0,-3.0,-3.0,-3.6000000000000005,-4.800000000000001,-2.4000000000000004,-6.0,-5.4,0.0,-4.2,0.0,0.0,5,0,9,9,271,0.0,1
29,12455,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,3,9,270,0.0,0
30,18455,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,-1.8000000000000003,-3.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,2,266,0.0,0
31,8301,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-3.6000000000000005,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,8,0,4,12,253,0.0,0
32,16194,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,0.0,-3.0,-1.2000000000000002,0.0,0.0,0.0,0.0,7,0,6,2,241,0.0,1
33,4825,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,3,1,6,2,229,0.0,1
34,2019,-0.6000000000000001,-2.4000000000000004,-0.6000000000000001,0.0,0.0,-3.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,8,226,0.0,1
35,1881,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,7,5,224,0.0,0
36,17357,-0.6000000000000001,-2.4000000000000004,-0.6000000000000001,0.0,0.0,-3.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,-1.2000000000000002,-4.2,-3.6000000000000005,0.0,0.0,0.0,0.0,0.0,8,1,5,2,204,0.0,1
37,18604,-0.6000000000000001,-1.8000000000000003,-0.6000000000000001,0.0,0.0,-2.4000000000000004,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,0.0,-2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,7,0,194,0.0,1
38,16101,-0.6000000000000001,-1.2000000000000002,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6000000000000005,0.0,0.0,0.0,0.0,0.0,3,0,1,5,192,0.0,0
39,10718,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,188,0.0,1
40,10082,-1.2000000000000002,-3.6000000000000005,0.0,0.0,0.0,-2.4000000000000004,-2.4000000000000004,0.0,0.0,0.0,-0.6000000000000001,0.0,-4.2,-3.0,-5.4,0.0,-4.800000000000001,-1.8000000000000003,0.0,0.0,2,0,5,9,182,-99.0,1
41,16374,0.0,-1.8000000000000003,-0.6000000000000001,0.0,0.0,-1.8000000000000003,-1.8000000000000003,0.0,0.0,-0.6000000000000001,-1.2000000000000002,0.0,-3.0,5.0,-4.800000000000001,0.0,0.0,0.0,0.0,0.0,10,1,1,13,182,-93.0,1
42,17277,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,-1.2000000000000002,-2.4000000000000004,5.0,0.0,0.0,-3.6000000000000005,0.0,0.0,2,0,9,0,178,-37.0,1
43,10120,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,9,9,178,-79.0,0
44,14667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,8,2,178,0.0,0
45,17094,-0.6000000000000001,0.0,-2.4000000000000004,0.0,0.0,3.0000000000000004,-4.2,0.0,0.0,-4.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,9,11,177,-99.0,1
46,17892,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-1.8000000000000003,0.0,0.0,0.0,0.0,-1.8000000000000003,9.0,0.0,1,1,8,2,173,-96.0,0
47,8561,-1.8000000000000003,-3.0,-0.6000000000000001,0.0,0.0,-2.4000000000000004,0.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-1.2000000000000002,-1.8000000000000003,-5.4,-1.8000000000000003,0.0,0.0,0.0,0.0,0.0,4,1,4,4,172,-97.0,1
48,9972,0.0,-1.8000000000000003,-0.6000000000000001,0.0,0.0,-1.2000000000000002,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,2.0,-4.2,0.0,-1.8000000000000003,0.0,-2.4000000000000004,0.0,0.0,2,0,5,13,163,-89.0,0
49,1330,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,5,0,8,8,160,0.0,0
50,18534,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,-1.8000000000000003,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,8,159,-20.0,0
51,12689,-1.8000000000000003,-2.4000000000000004,-3.0,-4.800000000000001,0.0,-1.8000000000000003,0.0,-3.0,0.0,-4.2,-3.6000000000000005,-0.6000000000000001,0.0,-1.8000000000000003,-4.2,0.0,0.0,-5.4,0.0,0.0,8,0,7,8,158,-96.0,0
52,11858,0.0,0.0,0.0,0.0,-6.0,0.0,-2.4000000000000004,5.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,4,12,153,-97.0,1
53,11195,1.0,2.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000001,0.0,0.0,0.0,0.0,0.0,3,0,4,3,149,0.0,0
54,9552,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,-1.8000000000000003,0.0,0.0,1.0,0.0,0.0,-2.4000000000000004,0.0,5.0,-1.8000000000000003,0.0,0.0,0.0,0.0,3,0,3,11,148,-54.0,0
55,14370,0.0,2.0,0.0,0.0,0.0,3.0000000000000004,-0.6000000000000001,0.0,0.0,0.0,0.0,-0.6000000000000001,2.0,0.0,0.0,-1.8000000000000003,-3.6000000000000005,-1.8000000000000003,-5.4,0.0,3,0,2,7,143,5.0,1
56,17179,0.0,1.0,-0.6000000000000001,0.0,0.0,0.0,-1.8000000000000003,0.0,-6.0,-0.6000000000000001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,9,141,299.0,0
57,17841,0.0,-1.8000000000000003,-0.6000000000000001,0.0,0.0,-1.2000000000000002,-1.8000000000000003,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-3.0,-1.2000000000000002,-3.0,0.0,0.0,0.0,0.0,0.0,2,0,7,9,140,-82.0,1
58,7111,0.0,0.0,0.0,-4.800000000000001,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,3.0000000000000004,5.0,0.0,0.0,6,0,5,9,136,361.0,1
59,3753,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,0.0,-0.6000000000000001,-1.8000000000000003,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-2.4000000000000004,2.0,-4.800000000000001,0.0,0.0,0.0,0.0,0.0,8,0,6,4,135,-47.0,1
60,1686,0.0,3.0000000000000004,-0.6000000000000001,0.0,0.0,4.0,-3.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-2.4000000000000004,0.0,0.0,7.000000000000001,0.0,0.0,0.0,0.0,0.0,1,1,8,11,133,27.0,0
61,7132,0.0,4.0,0.0,0.0,-6.0,5.0,-2.4000000000000004,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,8.0,0.0,-1.8000000000000003,-4.800000000000001,0.0,0.0,0.0,5,1,5,3,130,986.0,0
62,16051,1.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,0.0,6.000000000000001,0.0,0.0,2,0,5,2,128,0.0,0
63,15075,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,2,0,1,8,124,-79.0,0
64,19370,1.0,2.0,1.0,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,9,122,0.0,0
65,17965,0.0,-1.2000000000000002,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,0,1,13,118,-84.0,1
66,1761,0.0,-1.2000000000000002,0.0,0.0,0.0,-1.2000000000000002,-1.8000000000000003,0.0,0.0,1.0,-0.6000000000000001,0.0,-1.8000000000000003,-2.4000000000000004,0.0,0.0,0.0,4.0,0.0,0.0,9,0,8,9,107,-81.0,1
67,10465,0.0,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,-0.6000000000000001,-2.4000000000000004,0.0,-0.6000000000000001,0.0,0.0,7,0,9,9,104,-26.0,1
68,10345,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,10,0,8,11,103,-85.0,1
69,15768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,0.0,2,0,2,8,102,-75.0,0
70,13735,-1.2000000000000002,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-5.4,0.0,0.0,0.0,0.0,0.0,7,1,7,5,92,-51.0,1
71,9555,0.0,4.0,-1.8000000000000003,0.0,0.0,3.0000000000000004,-0.6000000000000001,1.0,-6.0,-2.4000000000000004,-1.2000000000000002,-1.2000000000000002,2.0,0.0,7.000000000000001,3.0000000000000004,-1.2000000000000002,5.0,-6.0,-5.4,8,0,3,9,92,14.0,0
72,2975,0.0,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,-1.8000000000000003,0.0,0.0,1.0,-0.6000000000000001,0.0,1.0,2.0,-4.800000000000001,0.0,0.0,0.0,0.0,0.0,3,1,7,9,90,-6.0,1
73,9121,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,1.0,-3.6000000000000005,0.0,0.0,0.0,-3.6000000000000005,0.0,-0.6000000000000001,-5.4,-0.6000000000000001,8.0,0.0,0.0,0.0,3,0,4,5,89,-77.0,1
74,11227,0.0,2.0,-0.6000000000000001,0.0,0.0,3.0000000000000004,-1.8000000000000003,0.0,0.0,-0.6000000000000001,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,5,12,89,3645.0,0
75,13460,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,2,88,0.0,0
76,18766,-1.8000000000000003,0.0,-3.6000000000000005,0.0,0.0,4.0,-1.8000000000000003,0.0,0.0,-5.4,0.0,1.0,0.0,0.0,6.000000000000001,3.0000000000000004,-1.8000000000000003,-3.0,0.0,0.0,8,1,5,5,88,-62.0,1
77,16678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1,3,9,87,19.0,1
78,16533,-3.0,-0.6000000000000001,-2.4000000000000004,-6.0,0.0,-1.8000000000000003,0.0,0.0,0.0,-1.2000000000000002,-3.6000000000000005,0.0,-1.2000000000000002,-2.4000000000000004,2.0,7.000000000000001,0.0,-3.0,0.0,0.0,6,1,6,9,85,-73.0,1
79,1074,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,-1.2000000000000002,-1.2000000000000002,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,-1.2000000000000002,-3.0,-2.4000000000000004,0.0,0.0,8,0,8,9,84,-95.0,1
80,19346,0.0,1.0,-0.6000000000000001,0.0,0.0,5.0,0.0,-0.6000000000000001,0.0,0.0,-0.6000000000000001,0.0,4.0,6.000000000000001,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,2,0,7,9,83,-4.0,1
81,3449,0.0,-1.8000000000000003,0.0,0.0,0.0,-1.2000000000000002,-2.4000000000000004,0.0,0.0,0.0,0.0,-0.6000000000000001,-1.2000000000000002,-3.0,-3.6000000000000005,0.0,0.0,2.0,0.0,0.0,9,0,7,9,83,-71.0,1
82,10613,1.0,2.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,9,5,83,0.0,1
83,18624,0.0,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,1.0,0.0,-0.6000000000000001,1.0,-1.8000000000000003,0.0,-1.2000000000000002,4.0,1.0,0.0,0.0,9.0,-6.0,1,1,4,2,78,-48.0,1
84,15596,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6000000000000001,-0.6000000000000001,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6,0,6,5,77,14.0,1
85,19354,1.0,2.0,1.0,0.0,0.0,3.0000000000000004,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,6,0,1,2,76,0.0,0
86,19222,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,0.0,0.0,-0.6000000000000001,-1.2000000000000002,0.0,0.0,6.000000000000001,0.0,0.0,0.0,0.0,2,1,4,9,72,-21.0,1
87,15422,0.0,-1.2000000000000002,0.0,8.0,0.0,-0.6000000000000001,-1.8000000000000003,0.0,0.0,0.0,0.0,-0.6000000000000001,1.0,5.0,-1.8000000000000003,0.0,0.0,-1.8000000000000003,0.0,0.0,7,1,6,5,71,-47.0,1
88,18911,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,1,11,71,-9.0,0
89,13493,0.0,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,0.0,-3.0,0.0,0.0,0.0,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,5,0,3,9,70,-54.0,0
90,17884,-5.4,-3.0,-5.4,-4.800000000000001,0.0,-1.2000000000000002,-3.0,0.0,0.0,-5.4,-5.4,-4.800000000000001,-1.8000000000000003,-4.800000000000001,-4.800000000000001,-3.6000000000000005,-6.0,-6.0,-6.0,0.0,5,0,1,5,70,-97.0,1
91,9363,0.0,-0.6000000000000001,-3.6000000000000005,0.0,0.0,0.0,-3.0,7.000000000000001,0.0,-3.0,-1.2000000000000002,-0.6000000000000001,-1.2000000000000002,0.0,0.0,0.0,-6.0,10.0,0.0,0.0,7,0,3,9,69,-55.0,1
92,9412,-1.8000000000000003,-1.2000000000000002,-0.6000000000000001,0.0,0.0,-0.6000000000000001,0.0,5.0,0.0,-3.6000000000000005,1.0,-3.0,-1.2000000000000002,1.0,4.0,2.0,2.0,0.0,0.0,0.0,1,0,3,8,67,-54.0,1
93,14854,0.0,0.0,-0.6000000000000001,-4.800000000000001,0.0,0.0,-2.4000000000000004,0.0,0.0,-0.6000000000000001,-0.6000000000000001,5.0,-1.2000000000000002,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,7,4,67,23.0,0
94,19325,-1.8000000000000003,-1.8000000000000003,-0.6000000000000001,-5.4,0.0,-1.2000000000000002,0.0,0.0,0.0,-1.2000000000000002,0.0,-1.8000000000000003,-1.2000000000000002,-3.0,-5.4,0.0,0.0,-3.6000000000000005,0.0,0.0,3,0,6,8,64,-69.0,0
95,19323,0.0,0.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,0.0,-4.2,0.0,0.0,-0.6000000000000001,-2.4000000000000004,0.0,-3.0,0.0,-1.2000000000000002,0.0,0.0,0.0,10.0,6,0,1,2,62,-68.0,1
96,142,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,0.0,0.0,-0.6000000000000001,-1.2000000000000002,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,6,0,9,2,61,-19.0,1
97,14725,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,-0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,3,0,6,9,60,-14.0,0
98,18172,-1.8000000000000003,-1.2000000000000002,-1.2000000000000002,-5.4,0.0,-0.6000000000000001,4.0,0.0,0.0,-1.8000000000000003,0.0,0.0,-1.2000000000000002,-0.6000000000000001,-3.0,-4.800000000000001,0.0,-1.8000000000000003,0.0,0.0,6,0,9,8,59,-44.0,1
99,8634,0.0,-2.4000000000000004,0.0,0.0,0.0,-2.4000000000000004,0.0,-4.800000000000001,0.0,0.0,0.0,6.000000000000001,-2.4000000000000004,-2.4000000000000004,-1.8000000000000003,-2.4000000000000004,-3.6000000000000005,-0.6000000000000001,0.0,-5.4,8,0,4,8,58,-83.0,1
100,16708,1.0,1.0,0.0,8.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,-0.6000000000000001,0.0,6.000000000000001,0.0,4.0,0.0,10.0,0.0,0.0,2,1,5,8,58,39.0,0
